600747 大连控股 日线
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2009/03/12	3.40	3.67	3.39	3.62	24497085	87006768.000
2009/03/13	3.58	3.60	3.48	3.50	13970783	49440160.000
2009/03/16	3.47	3.55	3.43	3.51	7009462	24417324.000
2009/03/17	3.52	3.63	3.48	3.60	16979225	60671048.000
2009/03/18	3.62	3.70	3.57	3.61	20657038	75182200.000
2009/03/19	3.61	3.70	3.57	3.68	16261119	59453636.000
2009/03/20	3.67	3.71	3.56	3.62	15325366	55504368.000
2009/03/23	3.63	3.73	3.58	3.67	18844143	69236912.000
2009/03/24	3.71	3.88	3.67	3.85	31820498	120872984.000
2009/03/25	3.78	3.83	3.65	3.66	19065838	71568032.000
2009/03/26	3.71	3.91	3.70	3.90	30025580	114251144.000
2009/03/27	3.95	4.05	3.89	4.01	35271866	140493760.000
2009/03/30	4.04	4.14	3.94	3.95	29859555	120519048.000
2009/03/31	3.90	3.99	3.81	3.95	19088635	74467904.000
2009/04/01	4.00	4.35	3.92	4.35	59590640	252037328.000
2009/04/02	4.48	4.79	4.41	4.79	96172382	448583200.000
2009/04/03	4.93	4.94	4.52	4.59	67069087	313885664.000
2009/04/07	4.45	4.60	4.39	4.47	38317780	171227072.000
2009/04/08	4.42	4.64	4.35	4.36	37055650	167044224.000
2009/04/09	4.33	4.47	4.28	4.45	22532047	98526424.000
2009/04/10	4.50	4.57	4.42	4.54	26118282	117989424.000
2009/04/13	4.58	4.72	4.50	4.52	29667916	136274592.000
2009/04/14	4.56	4.70	4.46	4.60	31484478	144844512.000
2009/04/15	4.60	4.76	4.47	4.60	32363558	149646208.000
2009/04/16	4.64	4.65	4.40	4.47	30452540	137700048.000
2009/04/17	4.46	4.60	4.31	4.44	29091759	129686784.000
2009/04/20	4.42	4.78	4.38	4.77	38609899	177371248.000
2009/04/21	4.76	5.25	4.65	5.01	74931142	373928064.000
2009/04/22	5.02	5.10	4.57	4.63	44272229	213687696.000
2009/04/23	4.60	4.72	4.43	4.65	22504758	102716120.000
2009/04/24	4.67	4.70	4.55	4.55	15440261	71551752.000
2009/04/27	4.51	4.60	4.28	4.38	18090013	80082888.000
2009/04/28	4.32	4.51	4.32	4.46	12632405	56227152.000
2009/04/29	4.51	4.68	4.46	4.56	19192917	88070192.000
2009/04/30	4.60	4.78	4.54	4.66	23357679	108922664.000
2009/05/04	4.70	4.86	4.64	4.82	27341109	130032504.000
2009/05/05	4.82	4.95	4.76	4.81	21796751	105371368.000
2009/05/06	4.81	5.17	4.78	5.09	42961673	215146352.000
2009/05/07	5.10	5.60	5.04	5.44	83381819	452243552.000
2009/05/08	5.43	5.57	5.26	5.39	38456544	208110416.000
2009/05/11	5.40	5.52	4.97	5.02	36662932	192862352.000
2009/05/12	5.05	5.50	5.05	5.48	35642572	187972624.000
2009/05/13	5.45	5.65	5.38	5.51	31059752	171655264.000
2009/05/14	5.50	5.50	5.30	5.44	19013052	102363096.000
2009/05/15	5.46	5.54	5.36	5.46	17929000	97691376.000
2009/05/18	5.45	5.62	5.27	5.58	26313427	143781168.000
2009/05/19	5.64	5.68	5.45	5.50	23123193	128159240.000
2009/05/20	5.54	5.93	5.44	5.74	37609823	212994912.000
2009/05/22	5.59	5.70	5.49	5.57	24227750	135414784.000
2009/05/25	5.43	5.50	5.15	5.43	20047458	107273568.000
2009/05/26	5.55	5.91	5.49	5.63	36299003	208146928.000
2009/05/27	5.65	5.79	5.62	5.74	20141817	114949400.000
2009/06/01	5.74	5.98	5.70	5.87	25750354	151662000.000
2009/06/02	5.88	5.94	5.75	5.81	21352834	124257360.000
2009/06/03	5.86	6.32	5.80	6.19	40641879	248983088.000
2009/06/04	6.17	6.25	6.00	6.21	26525034	162467760.000
2009/06/05	6.20	6.40	6.10	6.15	27293761	170517376.000
2009/06/08	6.15	6.16	5.88	5.99	30059312	180603072.000
2009/06/09	5.95	6.07	5.76	6.06	24566467	145142976.000
2009/06/10	6.05	6.11	5.88	5.95	20372759	121952464.000
2009/06/11	5.94	6.06	5.87	5.91	17662872	105017936.000
2009/06/12	5.90	6.12	5.81	5.98	38230593	228092448.000
2009/06/15	5.99	6.05	5.92	6.04	19126503	114900384.000
2009/06/16	6.02	6.20	5.97	6.15	25542692	156368672.000
2009/06/17	6.15	6.20	5.98	6.08	21653563	131284704.000
2009/06/18	6.08	6.22	5.99	6.13	24143352	147259440.000
2009/06/19	6.14	6.38	6.06	6.17	34307114	213865264.000
2009/06/22	6.20	6.26	6.00	6.02	24447216	149014960.000
2009/06/23	5.96	5.96	5.75	5.80	29896866	174677232.000
2009/06/24	5.80	5.87	5.72	5.82	15671230	90555936.000
2009/06/25	5.82	5.85	5.73	5.75	15671766	90512760.000
2009/06/26	5.75	5.81	5.72	5.80	13475103	77699872.000
2009/06/29	5.82	6.15	5.81	6.08	32086576	192916944.000
2009/06/30	6.10	6.14	5.89	5.93	19178493	115314968.000
2009/07/01	5.95	6.04	5.85	5.94	15480780	91528808.000
2009/07/02	6.02	6.09	5.98	6.05	24810339	149505280.000
2009/07/03	5.99	6.30	5.93	6.18	29619720	181321008.000
2009/07/06	6.18	6.37	6.10	6.26	32321115	202332880.000
2009/07/07	6.25	6.34	6.20	6.24	22640731	142235360.000
2009/07/08	6.20	6.35	6.11	6.24	23805003	148034608.000
2009/07/09	6.24	6.35	6.19	6.28	24236334	151786768.000
2009/07/10	6.28	6.89	6.26	6.84	59934455	396168544.000
2009/07/13	6.74	7.05	6.57	6.92	56209785	380099328.000
2009/07/14	6.92	7.02	6.82	6.93	31321035	216404288.000
2009/07/15	6.98	7.45	6.98	7.19	53230296	386386016.000
2009/07/16	7.23	7.91	7.11	7.91	79525725	607744384.000
2009/07/17	7.50	7.77	7.12	7.20	166740453	1213488256.000
2009/07/21	6.95	7.00	6.70	6.76	82663721	566093056.000
2009/07/22	6.76	6.85	6.61	6.77	56968489	382843616.000
2009/07/23	6.75	6.83	6.57	6.78	39498583	265237344.000
2009/07/24	6.78	6.80	6.55	6.63	44255300	294372512.000
2009/07/27	6.74	6.87	6.63	6.77	40357052	273587456.000
2009/07/28	6.79	6.79	6.62	6.74	32233757	215723648.000
2009/07/29	6.73	6.84	6.07	6.27	44541761	293260288.000
2009/07/30	6.27	6.41	5.98	6.28	30465966	188276912.000
2009/07/31	6.28	6.46	6.22	6.44	27682188	175790448.000
2009/08/03	6.47	6.60	6.34	6.58	35659390	229792512.000
2009/08/04	6.54	6.54	6.35	6.44	26941805	173460752.000
2009/08/05	6.47	6.68	6.33	6.58	35814106	234031264.000
2009/08/06	6.50	6.60	6.35	6.47	22436142	145564880.000
2009/08/07	6.47	6.53	6.10	6.17	28581494	181326112.000
2009/08/10	6.18	6.28	5.93	6.08	23440246	143076192.000
2009/08/11	6.09	6.11	5.99	6.07	14508175	87911672.000
2009/08/12	6.06	6.07	5.71	5.72	19475962	114887160.000
2009/08/13	5.71	5.79	5.57	5.75	15801500	89798712.000
2009/08/14	5.76	5.76	5.37	5.39	18510118	102695072.000
2009/08/17	5.29	5.40	5.03	5.07	16730303	87297528.000
2009/08/18	5.00	5.19	4.99	5.16	12984500	66348012.000
2009/08/19	5.17	5.18	4.68	4.78	14835918	73367760.000
2009/08/20	4.79	4.95	4.70	4.93	12388711	60349220.000
2009/08/21	4.90	5.05	4.83	5.03	15594459	77541216.000
2009/08/24	5.01	5.17	4.94	5.11	18767093	94916712.000
2009/08/25	5.05	5.11	4.83	5.04	16694519	82765792.000
2009/08/26	5.04	5.43	5.01	5.30	29086808	153056528.000
2009/08/27	5.22	5.38	5.18	5.31	20079633	106235096.000
2009/08/28	5.30	5.37	5.13	5.21	15140758	79076608.000
2009/08/31	5.10	5.18	4.80	4.81	15247333	75966760.000
2009/09/01	4.75	4.94	4.75	4.84	9159815	44596448.000
2009/09/02	4.80	4.88	4.71	4.85	8620248	41458796.000
2009/09/03	4.87	5.25	4.81	5.20	17779669	89787112.000
2009/09/04	5.25	5.32	5.16	5.24	21592729	113163656.000
2009/09/07	5.25	5.33	5.15	5.24	18594817	97915064.000
2009/09/08	5.22	5.43	5.14	5.33	22859938	121711168.000
2009/09/09	5.30	5.34	5.19	5.27	19388831	101631040.000
2009/09/10	5.24	5.38	5.21	5.31	20412777	108377360.000
2009/09/11	5.27	5.44	5.27	5.40	21218969	113968192.000
2009/09/14	5.63	5.72	5.50	5.57	36770306	205715248.000
2009/09/15	5.57	5.70	5.45	5.61	27330121	152466800.000
2009/09/16	5.59	5.87	5.49	5.78	37519571	214528064.000
2009/09/17	5.89	6.28	5.78	6.19	52235181	316351712.000
2009/09/18	6.20	6.39	6.02	6.17	58138261	359373888.000
2009/09/21	6.23	6.32	5.70	6.01	54837988	332136864.000
2009/09/23	5.78	5.98	5.52	5.59	27633385	159054160.000
2009/09/24	5.56	5.56	5.18	5.36	20183493	108718336.000
2009/09/25	5.45	5.55	5.28	5.31	10657745	57549288.000
2009/09/28	5.31	5.44	5.00	5.05	11105188	57618040.000
2009/09/29	5.02	5.10	4.80	4.92	11442367	56499264.000
2009/09/30	5.01	5.08	4.96	4.98	7149584	35807816.000
2009/10/09	5.07	5.26	5.04	5.23	11074262	57303332.000
2009/10/12	5.24	5.35	5.19	5.30	12846096	67753720.000
2009/10/13	5.35	5.42	5.29	5.36	13930094	74517504.000
2009/10/14	5.40	5.56	5.32	5.47	19950087	108490504.000
2009/10/15	5.45	5.51	5.37	5.41	11421352	61930112.000
2009/10/16	5.40	5.49	5.28	5.46	15095747	81053360.000
2009/10/19	5.47	5.57	5.40	5.55	15003428	82914720.000
2009/10/20	5.57	5.85	5.56	5.76	26270739	150571136.000
2009/10/21	5.72	5.96	5.65	5.75	24500607	142718976.000
2009/10/22	5.71	5.88	5.67	5.80	16757017	97176952.000
2009/10/23	5.80	5.92	5.74	5.82	18715262	109069064.000
2009/10/26	5.80	5.83	5.61	5.71	16692730	95411528.000
2009/10/27	5.65	5.70	5.45	5.45	16184719	90252008.000
2009/10/28	5.45	5.55	5.33	5.52	11365894	61948204.000
2009/10/29	5.40	5.72	5.34	5.50	18248548	101605648.000
2009/10/30	5.56	5.63	5.45	5.47	11555163	64102608.000
2009/11/02	5.35	5.70	5.27	5.65	17165573	94144016.000
2009/11/03	5.66	5.85	5.58	5.75	19464625	112041624.000
2009/11/04	5.80	6.33	5.72	6.33	65642764	398755008.000
2009/11/05	6.28	6.37	6.14	6.20	63877329	399132800.000
2009/11/06	6.25	6.49	6.10	6.33	54425854	343281184.000
2009/11/09	6.26	6.49	6.18	6.31	33178007	209041680.000
2009/11/10	6.34	6.35	6.17	6.26	29096096	181907792.000
2009/11/11	6.27	6.60	6.22	6.50	55193906	355126784.000
2009/11/12	6.52	6.52	6.30	6.39	37144862	238520816.000
2009/11/13	6.43	6.45	6.11	6.38	39425366	249202160.000
2009/11/16	6.41	6.65	6.32	6.59	47256001	306704032.000
2009/11/17	6.56	6.90	6.47	6.79	61133862	411105184.000
2009/11/18	6.80	6.94	6.60	6.71	43246701	292029152.000
2009/11/19	6.68	7.10	6.63	6.97	60009319	415494400.000
2009/11/20	6.98	7.14	6.86	6.96	42785588	299542976.000
2009/11/23	6.97	7.10	6.84	7.07	45888118	320404576.000
2009/11/24	7.08	7.11	6.39	6.41	58617592	399932672.000
2009/11/25	6.42	6.67	6.36	6.65	36621302	239015216.000
2009/11/26	6.70	6.93	6.35	6.40	49989208	333576000.000
2009/11/27	6.33	6.54	6.10	6.17	29794561	188130080.000
2009/11/30	6.29	6.53	6.18	6.51	31945890	203066752.000
2009/12/01	6.53	6.70	6.42	6.65	35129832	231385968.000
2009/12/02	6.65	7.00	6.63	6.83	56868899	389635456.000
2009/12/03	6.81	7.51	6.72	7.28	91481558	659872256.000
2009/12/04	7.17	7.47	6.85	7.09	83769202	600540800.000
2009/12/07	7.07	7.48	7.03	7.30	43841668	320749728.000
2009/12/08	7.30	7.47	7.16	7.35	49675866	365458976.000
2009/12/09	7.25	7.32	6.96	7.02	48547830	347490336.000
2009/12/10	7.06	7.15	6.89	7.04	26844398	188146624.000
2009/12/11	7.04	7.08	6.81	6.87	25370959	175608560.000
2009/12/14	6.90	7.00	6.76	6.96	20011622	138257632.000
2009/12/15	6.93	7.04	6.88	6.95	15209883	105801632.000
2009/12/16	6.88	6.99	6.77	6.81	16797182	115366808.000
2009/12/17	6.83	6.94	6.71	6.73	18545385	125945440.000
2009/12/18	6.67	6.88	6.61	6.69	20472577	137966400.000
2009/12/21	6.75	6.93	6.65	6.91	17789782	120944432.000
2009/12/22	6.90	7.15	6.82	6.96	41735968	293120416.000
2009/12/23	7.04	7.13	6.91	7.09	27817711	196463232.000
2009/12/24	7.11	7.25	7.02	7.18	34034258	243032832.000
2009/12/25	7.16	7.35	7.07	7.25	38959292	282328160.000
2009/12/28	7.30	7.45	7.19	7.27	40409079	296122560.000
2009/12/29	7.29	7.42	7.13	7.19	26825882	194030800.000
2009/12/30	7.35	7.88	7.24	7.63	87281144	654610048.000
2009/12/31	7.50	7.75	7.45	7.54	47725892	361961984.000
2010/01/04	7.56	7.66	7.47	7.53	23581461	178206544.000
2010/01/05	7.51	7.55	7.33	7.47	31007342	230325888.000
2010/01/06	7.44	7.60	7.41	7.42	23939182	179586144.000
2010/01/07	7.40	7.49	7.10	7.16	35910340	258970960.000
2010/01/08	7.15	7.22	7.05	7.21	17964523	128295672.000
2010/01/11	7.57	7.65	7.20	7.22	33860431	250150080.000
2010/01/12	7.22	7.44	7.11	7.36	20937061	152959152.000
2010/01/13	7.22	7.36	7.16	7.20	19361422	140215952.000
2010/01/14	7.24	7.49	7.23	7.48	25902215	191024672.000
2010/01/15	7.46	7.55	7.37	7.50	21264678	158698608.000
2010/01/18	7.48	7.57	7.40	7.49	21154062	158293280.000
2010/01/19	7.46	7.63	7.45	7.51	21816747	164326512.000
2010/01/20	7.52	7.55	7.00	7.05	38141860	275105376.000
2010/01/21	7.05	7.12	6.95	7.05	16936303	119018352.000
2010/01/22	7.00	7.00	6.66	6.81	19131710	130373560.000
2010/01/25	6.80	6.84	6.68	6.70	8420703	56867048.000
2010/01/26	6.72	6.79	6.30	6.36	13288256	85973776.000
2010/01/27	6.37	6.47	6.23	6.27	9140853	57749364.000
2010/01/28	6.36	6.36	6.23	6.30	8266996	52062560.000
2010/01/29	6.34	6.67	6.30	6.44	17924086	117166224.000
2010/02/01	6.45	6.71	6.45	6.65	14410001	95145192.000
2010/02/02	6.65	6.70	6.49	6.50	9983645	65674796.000
2010/02/03	6.51	6.66	6.28	6.61	12017339	78355232.000
2010/02/04	6.60	6.74	6.51	6.64	10410411	69262224.000
2010/02/05	6.50	6.88	6.43	6.77	20319234	136190128.000
2010/02/08	6.78	6.87	6.68	6.80	13175304	89535296.000
2010/02/09	6.75	6.87	6.62	6.70	11818912	79727960.000
2010/02/10	6.82	6.86	6.68	6.78	7526038	51017512.000
2010/02/11	6.80	6.84	6.70	6.72	7517297	50985676.000
2010/02/12	6.78	6.85	6.64	6.78	8898530	60116088.000
2010/02/22	6.88	7.08	6.80	6.97	19597340	136793520.000
2010/02/24	6.85	7.08	6.75	7.05	15127470	105135528.000
2010/02/25	7.08	7.10	6.93	7.06	14359156	101065608.000
2010/02/26	7.04	7.13	6.95	7.09	16705779	117729216.000
2010/03/01	7.48	7.48	7.27	7.31	36941008	271565824.000
2010/03/02	7.32	7.37	7.18	7.24	20947480	152033376.000
2010/03/03	7.19	7.40	7.18	7.36	22085158	161400128.000
2010/03/04	7.31	7.35	6.98	6.99	23749929	170476720.000
2010/03/05	7.10	7.37	7.06	7.25	29965685	217271456.000
2010/03/08	7.25	7.32	7.16	7.22	16999287	122887848.000
2010/03/09	7.20	7.26	7.10	7.13	14390025	103079992.000
2010/03/10	7.14	7.25	7.03	7.06	13348351	94955456.000
2010/03/11	7.03	7.13	6.96	7.09	11123691	78427904.000
2010/03/12	7.11	7.11	6.85	6.86	12105743	84278656.000
2010/03/15	6.90	6.92	6.72	6.74	9641196	65542108.000
2010/03/16	6.72	6.85	6.70	6.80	7158349	48446432.000
2010/03/17	6.80	7.00	6.79	6.98	9495642	65641464.000
2010/03/18	7.04	7.16	7.00	7.07	14498918	102579496.000
2010/03/19	7.07	7.15	7.02	7.10	11205309	79509328.000
2010/03/22	7.15	7.25	7.06	7.21	16716137	120094808.000
2010/03/23	7.19	7.28	7.06	7.09	11982232	85470128.000
2010/03/24	7.15	7.25	7.05	7.16	15736799	112421808.000
2010/03/25	7.11	7.17	7.02	7.07	13424279	95223952.000
2010/03/26	7.07	7.31	7.07	7.20	22458583	162109200.000
2010/03/29	7.35	7.45	7.25	7.27	29715767	218386832.000
2010/03/30	7.24	7.29	7.17	7.23	12643411	91287296.000
2010/03/31	7.25	7.27	7.15	7.21	13671124	98334864.000
2010/04/01	7.13	7.25	7.11	7.25	23245364	166696160.000
2010/04/02	7.19	7.34	7.15	7.31	26047049	189418000.000
2010/04/06	7.31	7.36	7.22	7.30	17209259	125606120.000
2010/04/07	7.31	7.42	7.27	7.30	20989789	154146576.000
2010/04/08	7.29	7.30	7.14	7.17	17588464	126840576.000
2010/04/09	7.20	7.31	7.16	7.25	13862858	100293560.000
2010/04/12	7.27	7.35	7.19	7.35	27137558	197246976.000
2010/04/13	7.35	7.45	7.10	7.40	38147482	280419328.000
2010/04/14	7.42	7.87	7.34	7.65	65121771	497529024.000
2010/04/15	7.58	7.80	7.50	7.75	39364599	301630784.000
2010/04/16	7.75	7.85	7.52	7.53	29912603	230622928.000
2010/04/19	7.42	7.43	6.97	7.00	34578003	249659472.000
2010/04/20	7.00	7.11	6.88	7.06	18928316	132205784.000
2010/04/21	7.06	7.24	7.01	7.20	16073258	114812064.000
2010/04/22	7.18	7.18	7.00	7.07	18318315	129448520.000
2010/04/23	7.03	7.10	6.91	6.92	16449572	115200272.000
2010/04/26	6.90	6.98	6.72	6.90	13753223	94243368.000
2010/04/27	6.85	6.88	6.52	6.67	15751100	104869944.000
2010/04/28	6.55	6.78	6.55	6.64	8563118	57211904.000
2010/04/29	6.71	6.77	6.33	6.42	8001601	52936088.000
2010/04/30	6.42	6.51	6.22	6.33	9463955	59789196.000
2010/05/04	6.27	6.39	6.20	6.33	6250648	39552152.000
2010/05/05	6.34	6.57	6.32	6.56	8030366	51787304.000
2010/05/06	6.55	6.59	6.29	6.30	6825864	43982404.000
2010/05/07	6.22	6.34	6.11	6.19	6606869	41086364.000
2010/05/10	6.18	6.28	6.01	6.15	6663260	40979816.000
2010/05/11	6.26	6.34	6.01	6.05	6154942	37891688.000
2010/05/12	6.03	6.14	5.60	5.71	9987973	58316712.000
2010/05/13	5.71	5.82	5.47	5.80	9831909	55667040.000
2010/05/14	5.74	5.81	5.67	5.73	6068724	34802304.000
2010/05/17	5.71	5.71	5.19	5.21	10039555	54588988.000
2010/05/18	5.23	5.34	5.18	5.28	8941488	47062400.000
2010/05/19	5.27	5.36	5.21	5.29	4990819	26411654.000
2010/05/20	5.21	5.32	5.06	5.07	6396896	33308108.000
2010/05/24	5.22	5.58	5.22	5.58	18606249	102230480.000
2010/05/25	5.59	5.74	5.51	5.68	22837351	128889600.000
2010/05/26	5.61	5.70	5.54	5.60	9502052	53388900.000
2010/05/27	5.63	5.70	5.50	5.68	9936150	55765016.000
2010/05/28	5.71	5.76	5.58	5.66	8334017	47150064.000
2010/05/31	5.61	5.63	5.36	5.37	8034849	44236968.000
2010/06/01	5.30	5.33	5.07	5.20	9386248	48821128.000
2010/06/02	5.23	5.32	5.11	5.28	6385267	33304432.000
2010/06/03	5.30	5.36	5.20	5.22	7718595	40815060.000
2010/06/04	5.20	5.30	5.13	5.25	5417086	28237096.000
2010/06/07	5.13	5.18	5.00	5.14	7310686	37401168.000
2010/06/08	5.10	5.65	5.10	5.65	20827455	115644544.000
2010/06/09	5.78	5.85	5.54	5.68	24021453	136108464.000
2010/06/10	5.60	5.68	5.58	5.62	11010364	61926096.000
2010/06/11	5.62	5.76	5.55	5.56	11571743	65432076.000
2010/06/17	5.59	5.66	5.47	5.50	5928757	32872092.000
2010/06/18	5.50	5.76	5.48	5.55	13031028	73301888.000
2010/06/21	5.55	5.95	5.40	5.84	18393381	105108640.000
2010/06/22	5.79	5.86	5.69	5.75	10457282	60288476.000
2010/06/23	5.74	5.85	5.63	5.78	9445428	54208788.000
2010/06/24	5.77	5.85	5.66	5.80	8128034	46739936.000
2010/06/25	5.80	5.94	5.72	5.86	13903335	81432160.000
2010/06/28	5.84	6.00	5.75	5.83	13021469	76712792.000
2010/06/29	5.81	5.87	5.40	5.44	12573702	70297640.000
2010/06/30	5.36	5.63	5.36	5.60	14060018	78022256.000
2010/07/01	5.55	5.61	5.39	5.47	8282908	45491016.000
2010/07/02	5.50	5.66	5.08	5.65	11508841	62419864.000
2010/07/05	5.59	5.80	5.45	5.75	10802659	61448664.000
2010/07/06	5.74	5.85	5.69	5.83	10544292	60854844.000
2010/07/07	5.79	5.85	5.70	5.83	9539632	55129216.000
2010/07/08	5.89	5.89	5.68	5.69	7490657	42993840.000
2010/07/09	5.68	5.87	5.61	5.80	10668669	61635236.000
2010/07/12	5.76	5.99	5.76	5.93	17080228	100769336.000
2010/07/13	5.86	5.88	5.71	5.74	9413642	54440184.000
2010/07/14	5.74	5.86	5.74	5.78	8321631	48165960.000
2010/07/15	5.79	5.82	5.50	5.52	9918601	56036820.000
2010/07/16	5.49	5.56	5.38	5.54	6991526	38325544.000
2010/07/19	5.45	5.64	5.45	5.61	6144700	34217724.000
2010/07/20	5.61	5.76	5.58	5.73	11153536	63536740.000
2010/07/21	5.76	5.94	5.73	5.81	15162650	88592160.000
2010/07/22	5.76	6.02	5.76	5.97	17923816	106059112.000
2010/07/23	5.91	5.96	5.80	5.94	15309211	90006080.000
2010/07/26	5.95	5.98	5.83	5.96	13525696	80031920.000
2010/07/27	5.93	5.94	5.83	5.85	9323906	54829276.000
2010/07/28	5.85	6.14	5.83	6.06	23057170	138754848.000
2010/07/29	6.05	6.23	5.96	6.16	26876449	163948672.000
2010/07/30	6.11	6.13	6.01	6.09	13033810	79158608.000
2010/08/02	6.10	6.27	6.04	6.25	19670420	121298400.000
2010/08/03	6.21	6.31	6.04	6.06	15937342	98628328.000
2010/08/04	6.05	6.41	6.02	6.40	29461498	183105056.000
2010/08/05	6.40	6.77	6.35	6.44	38584296	253976992.000
2010/08/06	6.39	6.55	6.31	6.49	21028424	135211296.000
2010/08/09	6.46	6.70	6.42	6.54	14304683	93657528.000
2010/08/10	6.54	6.60	6.30	6.40	17961142	115276664.000
2010/08/11	6.36	6.54	6.34	6.45	9016371	58168208.000
2010/08/12	6.43	6.60	6.35	6.41	14592785	94355456.000
2010/08/13	6.41	6.48	6.19	6.41	13320114	84312952.000
2010/08/16	6.37	6.53	6.35	6.48	15146994	97731952.000
2010/08/17	6.48	6.52	6.37	6.48	11649297	75166200.000
2010/08/18	6.75	6.83	6.44	6.48	25765518	169418688.000
2010/08/19	6.40	6.49	6.28	6.36	19886126	126313968.000
2010/08/20	6.31	6.35	6.04	6.05	21372053	131423136.000
2010/08/23	6.05	6.17	6.05	6.10	10028055	61166848.000
2010/08/24	6.10	6.23	6.02	6.19	12586348	77384096.000
2010/08/25	6.13	6.22	6.04	6.08	10270211	62626544.000
2010/08/26	6.10	6.14	6.04	6.09	6102877	37074016.000
2010/08/27	6.08	6.10	6.02	6.08	5760195	34937040.000
2010/08/30	6.12	6.17	6.05	6.16	9881530	60557820.000
2010/08/31	6.13	6.13	6.03	6.07	12757355	77397208.000
2010/09/01	6.07	6.12	5.80	5.86	14906313	89074424.000
2010/09/02	5.92	6.05	5.87	5.96	10421329	62238604.000
2010/09/03	5.95	6.00	5.85	5.95	12847912	75719544.000
2010/09/06	5.97	6.09	5.88	6.06	17288273	103610496.000
2010/09/07	6.30	6.38	6.04	6.11	20249635	124717520.000
2010/09/08	6.00	6.06	5.94	6.02	11810139	70678136.000
2010/09/09	6.02	6.03	5.83	5.85	12731117	75227784.000
2010/09/10	5.85	5.92	5.67	5.80	11787998	68031800.000
2010/09/13	5.74	5.88	5.74	5.85	7757184	45140256.000
2010/09/14	5.88	5.89	5.70	5.75	11446966	66018512.000
2010/09/15	5.77	5.82	5.70	5.76	9550747	54960916.000
2010/09/16	5.76	5.85	5.56	5.59	10956833	62428472.000
2010/09/17	5.62	5.67	5.52	5.54	6206934	34539828.000
2010/09/20	5.54	5.60	5.47	5.54	5381085	29724248.000
2010/09/21	5.54	5.61	5.51	5.54	5694423	31647696.000
2010/09/27	5.60	5.70	5.55	5.67	7807274	43945624.000
2010/09/28	5.67	5.70	5.60	5.62	5772334	32552944.000
2010/09/29	5.62	5.64	5.45	5.47	7670843	42283848.000
2010/09/30	5.45	5.55	5.39	5.53	6991279	38278724.000
2010/10/08	5.55	5.68	5.50	5.66	10377523	58178460.000
2010/10/11	5.77	5.87	5.69	5.79	17832743	103620992.000
2010/10/12	5.80	5.83	5.69	5.74	9449196	54183048.000
2010/10/13	5.73	5.81	5.69	5.77	12710246	72984008.000
2010/10/14	5.79	5.80	5.54	5.60	14350386	81782000.000
2010/10/15	5.56	5.64	5.50	5.60	14189703	78911200.000
2010/10/18	5.63	5.83	5.41	5.78	21094565	118943080.000
2010/10/19	5.73	5.86	5.72	5.84	14348413	83170120.000
2010/10/20	5.72	5.82	5.66	5.73	11646271	66862344.000
2010/10/21	5.75	5.83	5.67	5.71	9029696	51853800.000
2010/10/22	5.71	5.81	5.59	5.79	16381832	92861896.000
2010/10/25	5.77	5.92	5.76	5.86	24649417	144535408.000
2010/10/26	5.85	6.03	5.82	5.92	20454201	121397960.000
2010/10/27	5.91	5.98	5.81	5.83	14557325	85788056.000
2010/10/28	5.86	5.93	5.76	5.81	12883604	75031248.000
2010/10/29	5.83	5.86	5.73	5.77	10180393	58970980.000
2010/11/01	5.74	5.93	5.74	5.89	17748698	104134712.000
2010/11/02	6.00	6.26	5.96	6.00	34691253	212200240.000
2010/11/03	5.97	6.15	5.89	6.08	22134761	134153864.000
2010/11/04	6.15	6.21	6.02	6.13	18726252	114460448.000
2010/11/05	6.17	6.21	6.07	6.17	16964905	104069224.000
2010/11/08	6.17	6.25	6.12	6.23	20652711	127999904.000
2010/11/09	6.25	6.26	6.13	6.17	17930132	110645880.000
2010/11/10	6.15	6.16	6.03	6.14	16887869	103018456.000
2010/11/11	6.12	6.23	6.06	6.10	22920603	140899040.000
2010/11/12	6.16	6.16	5.68	5.72	27380106	162783152.000
2010/11/15	5.75	5.82	5.68	5.78	10659610	61414976.000
2010/11/16	5.78	5.83	5.56	5.59	16117421	91836304.000
2010/11/17	5.55	5.62	5.45	5.48	10142991	56262416.000
2010/11/18	5.49	5.58	5.47	5.53	7005909	38640260.000
2010/11/19	5.57	5.67	5.50	5.63	11056912	62012828.000
2010/11/22	5.58	5.82	5.56	5.70	16835639	96135856.000
2010/11/23	5.66	5.67	5.45	5.53	11068204	61328084.000
2010/11/24	5.53	5.74	5.46	5.68	8087326	45368404.000
2010/11/25	5.71	5.80	5.71	5.76	10561692	60758304.000
2010/11/26	5.79	5.79	5.66	5.69	7055774	40331200.000
2010/11/29	5.75	5.83	5.68	5.80	12900779	74513800.000
2010/11/30	5.76	5.81	5.48	5.62	10782627	60797748.000
2010/12/01	5.62	5.62	5.50	5.56	6826840	37958248.000
2010/12/02	5.66	5.67	5.53	5.54	8248176	46092328.000
2010/12/03	5.54	5.60	5.51	5.58	5172304	28696062.000
2010/12/06	5.57	5.59	5.48	5.52	5432805	30026412.000
2010/12/07	5.52	6.07	5.49	5.96	34894668	205621904.000
2010/12/08	5.88	5.98	5.78	5.85	15058836	88479688.000
2010/12/09	5.88	5.99	5.82	5.86	13497601	79828632.000
