600747 大连控股 日线
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2010/12/10	5.90	5.98	5.81	5.91	11840066	69891824.000
2010/12/13	5.91	6.04	5.91	5.97	13518567	80762960.000
2010/12/14	6.01	6.08	5.96	6.02	15991259	96227928.000
2010/12/15	6.02	6.20	5.99	6.12	22275999	136398400.000
2010/12/16	6.15	6.17	6.02	6.03	12931723	78583280.000
2010/12/17	6.03	6.08	5.92	5.94	13295050	79444208.000
2010/12/20	5.95	6.00	5.69	5.84	11038953	64652924.000
2010/12/21	5.85	5.96	5.84	5.92	7762180	45765380.000
2010/12/22	5.92	5.95	5.83	5.84	7298805	42816916.000
2010/12/23	5.84	6.06	5.83	5.92	13734664	81956704.000
2010/12/24	5.94	5.95	5.82	5.84	6010712	35333068.000
2010/12/27	5.83	5.94	5.67	5.72	8889095	51525060.000
2010/12/28	5.68	5.74	5.57	5.62	5125924	28795136.000
2010/12/29	5.67	5.71	5.59	5.66	3386767	19070448.000
2010/12/30	5.68	5.70	5.62	5.65	3610164	20417580.000
2010/12/31	5.70	5.73	5.62	5.71	5085950	28873396.000
2011/01/04	5.72	5.77	5.65	5.75	6023338	34428440.000
2011/01/05	5.75	5.76	5.68	5.70	4594817	26245640.000
2011/01/06	5.70	5.82	5.68	5.75	6694158	38584556.000
2011/01/07	5.79	5.79	5.68	5.72	4999301	28643852.000
2011/01/10	5.72	5.74	5.57	5.59	4385557	24815548.000
2011/01/11	5.61	5.68	5.55	5.66	3039760	17029186.000
2011/01/12	5.62	5.71	5.61	5.70	2941123	16609104.000
2011/01/13	5.70	5.72	5.60	5.64	2864331	16181930.000
2011/01/14	5.64	5.68	5.56	5.58	2977564	16656253.000
2011/01/17	5.59	5.59	5.40	5.40	5679265	31034174.000
2011/01/18	5.36	5.43	5.36	5.41	2773498	14972148.000
2011/01/19	5.40	5.55	5.39	5.47	3301180	18090868.000
2011/01/20	5.50	5.66	5.48	5.48	8382393	46719400.000
2011/01/21	5.51	5.65	5.46	5.58	4800288	26827010.000
2011/01/24	5.58	5.73	5.55	5.59	4064907	22968164.000
2011/01/25	5.55	5.70	5.55	5.66	5578474	31510740.000
2011/01/26	5.63	5.68	5.59	5.65	2902780	16370338.000
2011/01/27	5.61	5.70	5.59	5.64	4876234	27599444.000
2011/01/28	5.65	5.66	5.57	5.59	3886739	21781960.000
2011/01/31	5.61	5.63	5.54	5.54	6251900	34843856.000
2011/02/01	5.58	6.08	5.56	5.93	26316704	155010176.000
2011/02/09	5.91	6.19	5.91	6.06	33987145	207863776.000
2011/02/10	6.08	6.14	5.96	6.12	15960025	96882672.000
2011/02/11	6.11	6.16	6.04	6.10	9696688	59146992.000
2011/02/14	6.10	6.15	6.05	6.12	10572645	64638852.000
2011/02/15	6.10	6.25	6.10	6.12	13540857	83866184.000
2011/02/16	6.11	6.17	6.05	6.15	9310287	56889324.000
2011/02/17	6.15	6.20	6.09	6.18	9151235	56272380.000
2011/02/18	6.18	6.42	6.15	6.31	22151385	140164320.000
2011/02/21	6.26	6.37	6.25	6.36	14574571	91941360.000
2011/02/22	6.36	6.36	6.08	6.09	16997645	105477280.000
2011/02/23	6.08	6.15	6.07	6.11	7747245	47286100.000
2011/02/24	6.12	6.15	6.07	6.10	5559934	33909960.000
2011/02/25	6.14	6.15	6.05	6.15	7548202	46073052.000
2011/02/28	6.14	6.18	6.11	6.16	7942947	48782208.000
2011/03/01	6.17	6.19	6.11	6.15	11393230	70193888.000
2011/03/02	6.12	6.16	6.02	6.04	12180112	74046544.000
2011/03/03	6.09	6.11	6.00	6.01	8171180	49433088.000
2011/03/04	6.02	6.19	6.02	6.11	7712173	47136260.000
2011/03/07	6.13	6.17	6.10	6.15	7721247	47337000.000
2011/03/08	6.14	6.37	6.07	6.31	20404441	126467992.000
2011/03/09	6.25	6.34	6.21	6.25	12244359	76678184.000
2011/03/10	6.24	6.26	6.13	6.13	7607016	46842468.000
2011/03/11	6.10	6.18	6.09	6.14	7736353	47442792.000
2011/03/14	6.11	6.14	6.07	6.13	6948616	42439312.000
2011/03/15	6.11	6.13	5.88	6.02	13380135	80207504.000
2011/03/16	5.98	6.62	5.97	6.62	71135570	459335136.000
2011/03/17	6.40	6.70	6.38	6.52	43859688	287580288.000
2011/03/18	6.55	6.68	6.40	6.52	20816785	135725040.000
2011/03/21	6.52	6.65	6.40	6.49	14153064	92191720.000
2011/03/22	6.51	7.12	6.48	6.89	53021768	365913760.000
2011/03/23	6.85	7.07	6.80	6.99	28642363	197825136.000
2011/03/24	7.00	7.69	6.91	7.52	70588627	528102560.000
2011/03/25	7.55	7.86	7.42	7.57	60572697	461222624.000
2011/03/28	7.55	7.98	7.46	7.74	47505178	367726528.000
2011/03/29	7.70	8.25	7.61	8.12	52080289	418255040.000
2011/03/30	8.08	8.31	7.72	7.92	43551835	348214304.000
2011/03/31	7.82	7.87	7.46	7.56	42433815	323619264.000
2011/04/01	7.56	8.32	7.55	8.32	66494083	541298432.000
2011/04/06	8.50	8.78	8.31	8.55	77450649	661947968.000
2011/04/07	8.38	8.73	8.31	8.66	45067341	385365856.000
2011/04/08	8.58	8.68	8.40	8.51	30318418	257920064.000
2011/04/11	8.43	9.30	8.43	8.93	46356739	415776032.000
2011/04/12	8.81	9.00	8.68	8.88	28962465	255902736.000
2011/04/13	8.81	9.27	8.60	9.07	43137879	389021888.000
2011/04/14	9.10	9.25	8.88	9.09	24960002	225199808.000
2011/04/15	8.96	9.19	8.83	9.10	28228282	254375760.000
2011/04/18	8.99	9.11	8.82	9.01	27958607	249984864.000
